15.1292	7.47035	1.4687	0	1.81141	
21.0392	3.45771	0	0	2.63555	
16.8865	3.32749	0	3.93746	9.87136	
12.726	5.44881	0.930682	6.04695	11.4559	
10.6356	7.40085	1.40727	6.51135	11.1774	
6.95869	10.1188	2.79122	7.17568	10.5011	
3.89861	12.5792	4.65735	7.0538	9.19962	
2.24987	14.9452	4.97439	6.12637	7.98548	
1.5645	16.2739	5.55945	5.61966	6.5656	
0.948407	17.1289	5.87981	4.94886	5.94743	
0.688158	17.7617	6.03584	4.36221	5.32329	
0.937198	18.5611	5.55898	3.27355	4.50689	
0.707378	18.8464	5.7905	3.29801	4.19904	
1.48828	19.0195	5.27799	3.36715	3.57351	
0.925892	18.7639	6.4315	3.97748	2.83643	
1.67179	18.3119	6.55722	4.31812	1.96026	
1.10396	18.6719	6.56276	3.92399	2.31654	
1.21145	19.1171	6.05211	3.35329	2.53012	
1.4572	19.3876	5.89742	3.13556	2.20506	
1.40577	19.2675	5.97457	2.93291	2.3896	
1.26644	19.3836	6.00243	2.68934	2.29983	
1.86116	19.2226	6.07571	3.30259	1.43137	
2.12273	19.2499	5.90786	3.48433	1.34705	
1.95326	19.4741	5.78631	2.66634	1.61705	
1.7393	19.4852	5.7654	2.23299	1.86099	
1.79278	19.4326	5.98784	2.39763	1.40816	
2.03634	19.5936	5.59792	1.8948	1.56793	
1.96331	19.5679	5.67091	1.65293	1.70985	
1.75153	19.287	5.8624	2.33687	1.80886	
1.8085	19.5205	5.85944	2.13054	1.8331	
1.67144	19.5343	5.80708	2.28691	2.02044	
1.889	19.2856	6.12868	2.8733	1.55149	
1.65756	19.3669	6.04414	2.61953	1.97686	
1.32106	19.6029	5.72941	2.17815	2.62777	
0.986312	18.6836	6.45417	3.63048	3.17022	
1.07256	17.7951	6.86682	4.60664	3.44666	
1.62444	17.2521	7.08949	5.18199	2.98179	
1.43645	17.5147	6.84622	4.84355	3.58129	
0.913772	18.4069	5.88979	3.61601	4.68468	
1.2892	17.4267	5.59288	4.56278	5.99583	
0.977558	16.425	6.3734	5.47648	6.25731	
1.75267	16.3285	5.43128	5.13809	7.13875	
