0.0503515	0.0274107	0.0171003	0.00113429	0.0163617	
0.0697338	0.0134907	0.00580368	0.00159941	0.0194471	
0.0557259	0.0200491	0	0.0274987	0.0486996	
0.0430202	0.0325046	0	0.0374461	0.0564979	
0.0366452	0.0412124	0	0.0391241	0.0563149	
0.0258118	0.0537632	0.00281252	0.0418614	0.054585	
0.0169708	0.0614054	0.0184687	0.0400478	0.0486058	
0.0109267	0.0687015	0.0217939	0.0345075	0.0447046	
0.00859141	0.0724027	0.0265651	0.0322643	0.0390068	
0.00643251	0.0746829	0.0302254	0.0278579	0.0365415	
0.00540521	0.0764831	0.0314834	0.024253	0.0342923	
0.00504028	0.0781191	0.0293164	0.019071	0.0314211	
0.0044851	0.0789152	0.0312789	0.0190138	0.0301451	
0.00634707	0.0786741	0.0283951	0.0210116	0.0279326	
0.00565569	0.0766011	0.0378194	0.023408	0.0248316	
0.00818807	0.0733638	0.0408911	0.0254818	0.0214665	
0.00637537	0.0752365	0.0403494	0.022916	0.0225799	
0.00605832	0.0771793	0.0361979	0.0203659	0.0235294	
0.00649207	0.0783518	0.0341494	0.0193423	0.0227177	
0.00636411	0.078167	0.034336	0.0178805	0.0233699	
0.00595794	0.0786586	0.0345542	0.0163457	0.0227228	
0.00803116	0.0773204	0.0352363	0.0197179	0.0200697	
0.00880222	0.0773508	0.0337695	0.0213059	0.0198938	
0.00780776	0.0786417	0.0322023	0.0166773	0.0208529	
0.0070282	0.0789519	0.0318351	0.0145411	0.0212486	
0.00729624	0.0781538	0.0338247	0.0151993	0.0198311	
0.00761129	0.0788483	0.0310103	0.0128891	0.0203513	
0.00721497	0.0786933	0.0315118	0.0119384	0.0207706	
0.00715641	0.0775566	0.0340786	0.0150653	0.020817	
0.00712935	0.078859	0.0327026	0.0139353	0.0213943	
0.00675065	0.0790204	0.0324654	0.0146538	0.0221415	
0.00789286	0.0778491	0.0347499	0.0180339	0.0203002	
0.00712507	0.0788735	0.0333111	0.0163405	0.0218407	
0.00564339	0.0798529	0.0321486	0.0137238	0.0241319	
0.00598787	0.0769404	0.0377514	0.0214545	0.0253483	
0.00711876	0.0730369	0.0430775	0.0276123	0.0251025	
0.00932011	0.0711598	0.0436694	0.0304191	0.0237367	
0.00850064	0.073217	0.0404826	0.0281441	0.0263194	
0.00544244	0.0777665	0.0316609	0.0222314	0.0310599	
0.00698791	0.0752856	0.028546	0.0278179	0.0363319	
0.0072594	0.0713194	0.0354823	0.0329394	0.0359175	
0.00891836	0.0728345	0.0247294	0.0313763	0.0408075	
0.0115628	0.0692995	0.0250354	0.03545	0.0425949	
0.0206131	0.0583884	0.0166214	0.0445043	0.0496983	
0.0486909	0.0331432	0	0.0491892	0.0482347	
0.0656982	0.0163439	0.00412398	0.0390139	0.0344489	
0.0737127	0.010007	0.0170065	0.0140363	0.0149157	
0.0718448	0.011983	0.0226083	0.00575012	0.0093488	
0.0708061	0.0128312	0.0242043	0.00483529	0.0086002	
0.0700799	0.0140067	0.0243681	0.00444566	0.00749623	
0.0710954	0.0131456	0.0245605	0.00503555	0.00835427	
0.0719169	0.0128266	0.0214781	0.00882736	0.00920815	
0.0734229	0.0122816	0.0191013	0.0107775	0.0103469	
0.0741583	0.0120552	0.0119184	0.0211618	0.0166788	
0.0605288	0.0225586	5.30498e-05	0.0436223	0.0391585	
0.0534636	0.0292401	0	0.048572	0.0441373	
0.0206869	0.063451	0.00309423	0.0387588	0.0523954	
0.018247	0.066023	0.00489649	0.0361672	0.0518498	
0.0201123	0.063691	0.0043838	0.0397108	0.0521515	
0.0379725	0.0454671	0.0011852	0.053442	0.0490296	
0.0562319	0.0276811	0	0.0481734	0.0403393	
0.0734303	0.0138733	0.00957317	0.0304136	0.0154681	
0.0695716	0.0157396	0.0126539	0.0277722	0.015108	
0.0741622	0.0131049	0.0119158	0.0295858	0.0124658	
0.071049	0.0163095	0.0116268	0.0283588	0.0130111	
0.0730289	0.0150522	0.0129596	0.0215427	0.00971805	
0.0746314	0.0139897	0.00908612	0.027731	0.0119018	
0.0467611	0.0373549	0	0.0517036	0.042012	
0.0251486	0.0564633	0.00839639	0.053187	0.0471781	
0.0177266	0.0633762	0.0142279	0.0466371	0.0454063	
0.014847	0.0658708	0.0190549	0.0472911	0.0417531	
0.0105522	0.069573	0.0246074	0.0400092	0.0416841	
0.00910351	0.0686225	0.0325045	0.0400612	0.0385637	
0.0091873	0.0697015	0.0306175	0.0385049	0.0387284	
0.0112557	0.0721715	0.0149658	0.0340453	0.0427124	
0.0156173	0.0685528	0.00809792	0.0403244	0.0452293	
0.0206392	0.0593021	0.0184177	0.0521303	0.0425362	
0.0180315	0.0627144	0.0149601	0.0480918	0.0456438	
0.0269643	0.054949	0.00496422	0.0516845	0.0491679	
0.0577627	0.0246513	0.0055805	0.0557102	0.0299218	
0.0653906	0.018606	0.004745	0.0491977	0.0215534	
0.0642746	0.0197354	0.00273256	0.0493508	0.023474	
0.0641294	0.019197	0.00298477	0.0514812	0.0245132	
0.068221	0.0164783	0.0103413	0.046932	0.0156764	
0.0643927	0.0186118	0.00752503	0.0519495	0.021812	
0.064567	0.0193618	0.00451794	0.0518402	0.0232266	
0.0550146	0.0263937	0.00190601	0.0564914	0.034196	
0.0493885	0.0323471	0.000896375	0.0573201	0.038474	
0.0325948	0.0478383	0	0.0499217	0.0474322	
0.0562971	0.0249412	0	0.0553258	0.0335662	
0.0682925	0.015644	0.00210272	0.0468775	0.0190719	
0.0704298	0.0140653	0.0065379	0.043433	0.0144654	
