15.4342	8.23287	
22.8931	2.20454	
22.6963	9.89113	
19.3682	15.8236	
16.8665	18.709	
12.5753	23.2	
8.4771	26.8546	
5.30897	28.685	
3.6384	29.4483	
2.26675	29.9863	
1.35513	30.1267	
0.54178	29.5142	
0.178851	29.8312	
0.766498	29.0747	
0.488104	29.5016	
1.34793	28.4832	
0.539056	29.0641	
0.234553	29.0484	
0.202897	28.8519	
0.132083	28.8294	
0	28.6963	
0.56713	28.2456	
0.894097	28.1253	
0.279596	28.136	
0	28.0728	
0	27.9541	
0	27.6501	
0	27.5862	
0	28.0076	
0	28.1166	
0	28.3101	
0.394326	28.2454	
0.100728	28.5068	
0	28.5963	
0.487403	29.5087	
1.45669	29.47	
2.38851	28.8661	
2.08344	29.2894	
0.835036	29.8882	
2.3316	29.9039	
2.9086	30.0471	
3.72109	29.5852	
5.22114	29.0658	
10.0702	26.2022	
21.1552	15.385	
25.4865	7.73046	
24.7982	2.62111	
22.8866	2.6722	
22.3424	3.01191	
21.8691	3.26469	
22.3933	3.1229	
23.0564	2.96616	
23.8717	2.70477	
25.4571	3.33938	
24.1293	10.3358	
22.3451	13.5545	
9.71481	25.8218	
8.56167	26.6044	
9.50066	26.1593	
17.1102	20.1806	
22.7972	12.5473	
25.635	4.11852	
24.0282	5.07199	
25.5907	3.67955	
24.341	4.71587	
24.3508	3.35434	
25.5736	3.23392	
19.4891	16.3279	
11.9136	24.7779	
8.47955	27.0839	
7.02157	28.1534	
5.00108	29.4745	
4.32942	29.8143	
4.21548	29.7554	
4.81673	28.5945	
7.01757	27.4055	
9.62771	26.4605	
8.67045	27.1989	
12.6055	24.0774	
22.9051	11.5461	
24.6134	7.55247	
24.5047	7.84152	
24.6408	8.13797	
24.7849	6.69774	
24.294	8.43447	
24.4654	8.39798	
22.3346	12.4129	
20.7537	14.7897	
14.7697	20.6078	
22.8002	11.4208	
25.2691	5.8283	
25.381	4.91819	
25.4691	4.68664	
21.4956	13.4049	
22.6842	11.3735	
25.3154	6.20298	
22.1859	12.3489	
25.1528	5.26981	
23.7408	1.57756	
23.2841	1.63502	
23.2922	1.82436	
23.3891	1.6815	
23.5716	1.87112	
23.5494	1.67626	
23.5943	1.49866	
23.9729	1.48538	
25.4817	2.01391	
25.9846	4.19138	
19.2655	11.2707	
15.9313	16.1157	
15.0337	18.5095	
13.1994	21.2503	
12.4692	22.5588	
10.9112	23.8509	
10.1713	24.2945	
12.4956	22.7903	
13.1983	23.1703	
11.2994	24.9797	
14.5183	21.4947	
15.8357	18.5149	
18.4818	17.0421	
19.4677	15.827	
19.6282	15.3882	
19.746	15.2057	
18.4011	15.7174	
16.8578	15.2313	
18.0982	14.2249	
16.3461	16.1047	
15.0522	19.9641	
15.9399	21.3869	
12.5145	24.7658	
13.4591	23.9043	
14.5843	22.9939	
16.6928	20.6555	
18.2531	18.7931	
17.4121	19.845	
16.5849	20.7628	
17.9571	19.1021	
20.0402	16.6329	
19.5847	15.7672	
19.8478	15.3414	
20.6303	15.2482	
19.4372	16.7163	
21.4819	11.9189	
23.4735	9.75994	
23.6408	10.2171	
24.2261	9.69378	
23.3284	11.3387	
25.6539	7.17993	
24.7829	9.47037	
24.9851	9.26005	
25.6995	7.67181	
25.9396	6.63574	
25.5831	6.42987	
21.8095	11.5368	
17.6039	19.0496	
22.2	12.492	
21.4085	11.3316	
20.5497	11.7528	
21.8918	11.4172	
23.3033	10.1186	
25.547	6.07158	
26.1862	4.98154	
26.5467	4.34395	
26.7014	4.39001	
26.7134	4.4358	
26.7358	4.45187	
26.6589	3.20487	
26.3906	4.64248	
26.0155	5.3383	
25.4534	5.90692	
24.2412	6.43397	
21.9088	9.42177	
22.9072	10.5779	
24.5772	9.41155	
24.1078	9.94239	
22.9485	10.022	
23.5764	10.2772	
23.8811	11.1615	
21.8805	14.2231	
19.3251	18.1323	
18.2185	18.7235	
21.4387	14.0998	
23.597	10.5942	
21.1153	13.2666	
16.7229	19.8206	
14.9094	21.6077	
14.9175	22.0887	
23.5498	11.7347	
24.3117	10.2465	
24.453	9.74663	
23.3439	10.7892	
20.5533	15.0454	
21.6623	14.5769	
19.6192	17.1954	
14.7963	22.4113	
15.9748	20.9046	
16.5974	19.8146	
16.9237	20.5788	
14.1611	23.3978	
10.7384	26.2992	
11.4871	25.8613	
15.7876	22.0013	
14.8103	22.8687	
15.2063	22.4685	
10.9357	26.0859	
9.26035	27.7004	
10.2035	26.7121	
8.74354	28.0721	
7.00841	29.1369	
5.42505	30.1184	
4.92784	30.3696	
7.93795	27.9272	
7.76963	28.0934	
8.89333	27.3547	
9.85277	26.5351	
