0.050018	0.0256	0.01631	0.00519631	0.0193993	
0.0709839	0.00990295	0.00753154	0.0101154	0.0252892	
0.0505672	0.0226496	0.00170643	0.0342253	0.0576633	
0.0339234	0.0384315	0.0027533	0.039302	0.0625223	
0.0280505	0.0470946	0.00230116	0.03858	0.0595833	
0.019096	0.0586715	0.00494653	0.0378593	0.0532983	
0.0114872	0.0655099	0.0192855	0.0351443	0.046001	
0.00792823	0.070353	0.022945	0.0309434	0.0422004	
0.00593651	0.0737606	0.0271453	0.0290654	0.036933	
0.00399845	0.0758012	0.0305325	0.0249216	0.0342149	
0.0038576	0.0770478	0.0313702	0.0216492	0.0320735	
0.00411851	0.0779108	0.0300193	0.0178878	0.029973	
0.00334984	0.0786909	0.0318929	0.0178879	0.0290256	
0.00480653	0.0783551	0.030128	0.0208523	0.028396	
0.00305395	0.0769344	0.0386897	0.0232456	0.0274535	
0.00472758	0.0742215	0.0424372	0.0261095	0.0268093	
0.00380672	0.0755725	0.0415463	0.0229605	0.0265409	
0.00416396	0.0768153	0.0375717	0.0208934	0.0264311	
0.00434379	0.0784102	0.0348907	0.0193229	0.0249659	
0.0041118	0.0782102	0.0347933	0.0179889	0.0253905	
0.00395977	0.0789654	0.0344958	0.0161365	0.0240338	
0.00489285	0.0781509	0.0354641	0.0192608	0.0233253	
0.00582494	0.0777758	0.0341451	0.021067	0.0236948	
0.00542085	0.0789162	0.0321702	0.0166593	0.0233836	
0.00526666	0.0790986	0.0315377	0.014674	0.0227668	
0.00485938	0.0787278	0.0335888	0.0154097	0.0224972	
0.00604102	0.0788962	0.0310304	0.0135736	0.0222417	
0.00564258	0.0787008	0.0315362	0.0133056	0.0229151	
0.00545948	0.0781071	0.0341042	0.0154404	0.0230991	
0.00521905	0.0789385	0.0324875	0.0143361	0.0231512	
0.00499843	0.0789769	0.032319	0.0148544	0.0237649	
0.00486238	0.0786643	0.0344417	0.0177676	0.0227197	
0.00496703	0.0792805	0.0327658	0.015988	0.0228869	
0.00446267	0.0796127	0.0324063	0.013503	0.0239496	
0.00306898	0.0780832	0.0374004	0.019819	0.0250121	
0.00287696	0.0755285	0.0428994	0.0257283	0.0257293	
0.00361593	0.0747593	0.0427948	0.0279213	0.0257027	
0.00370525	0.0760549	0.0395884	0.0252883	0.0267374	
0.00398926	0.0783147	0.0316835	0.0208645	0.028926	
0.00513552	0.0760773	0.0288615	0.0256326	0.0339257	
0.00418857	0.0737924	0.0348989	0.0298352	0.0337843	
0.00731015	0.0736046	0.0245661	0.0288196	0.038214	
0.00906226	0.0706379	0.0247321	0.0323491	0.0406225	
